City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
touros,75.0,BR,1592842951.0,65.0,-5.2,-35.46,82.4,12.75
preeceville,67.0,CA,1592842951.0,72.0,51.95,-102.67,57.47,5.75
premia de mar,0.0,ES,1592842951.0,83.0,41.49,2.37,78.01,4.0
abu samrah,0.0,SY,1592842951.0,32.0,35.3,37.18,81.41,17.98
la ronge,20.0,CA,1592842951.0,40.0,55.1,-105.28,69.8,9.17
corinth,30.0,GR,1592842887.0,72.0,37.94,22.96,72.0,1.99
eenhana,0.0,NA,1592842951.0,19.0,-17.47,16.33,78.8,3.36
seoul,72.0,KR,1592842951.0,88.0,37.57,126.98,78.8,1.12
qaanaaq,100.0,GL,1592842952.0,81.0,77.48,-69.36,38.55,4.12
chegdomyn,1.0,RU,1592842952.0,83.0,51.12,133.02,42.85,2.73
trairi,0.0,BR,1592842952.0,55.0,-3.28,-39.27,86.04,11.48
iralaya,75.0,HN,1592842952.0,79.0,15.0,-83.23,86.0,9.17
candido mendes,3.0,BR,1592842952.0,52.0,-1.45,-45.72,89.71,5.64
sisimiut,0.0,GL,1592842673.0,58.0,66.94,-53.67,49.1,11.3
puerto escondido,40.0,MX,1592842952.0,66.0,15.85,-97.07,87.8,5.82
santiago de chuco,56.0,PE,1592842957.0,31.0,-8.15,-78.18,62.73,5.97
voznesenye,0.0,RU,1592842745.0,54.0,61.01,35.48,60.24,4.03
lucea,20.0,JM,1592842958.0,79.0,18.45,-78.17,90.0,23.04
pacific grove,90.0,US,1592842958.0,87.0,36.62,-121.92,57.99,3.13
jaguaribe,3.0,BR,1592842958.0,44.0,-5.89,-38.62,86.83,8.21
peringat,40.0,MY,1592842958.0,94.0,6.03,102.28,77.0,2.24
west bay,40.0,KY,1592842958.0,75.0,19.37,-81.42,89.6,12.75
vardo,40.0,NO,1592842958.0,81.0,70.37,31.11,42.8,25.28
veraval,55.0,IN,1592842958.0,79.0,20.9,70.37,85.57,12.66
nador,20.0,MA,1592842959.0,73.0,35.17,-2.93,80.6,9.17
sitka,90.0,US,1592842959.0,81.0,57.05,-135.33,51.8,6.93
port lincoln,35.0,AU,1592842959.0,73.0,-34.73,135.87,53.44,8.41
cockburn town,40.0,TC,1592842959.0,70.0,21.46,-71.14,87.8,16.11
sao filipe,38.0,CV,1592842897.0,73.0,14.9,-24.5,78.8,14.9
provideniya,34.0,RU,1592842959.0,50.0,64.38,-173.3,56.61,8.12
bichura,100.0,RU,1592842959.0,88.0,50.59,107.6,55.29,2.75
barguzin,83.0,RU,1592842959.0,74.0,53.62,109.62,56.3,3.33
progreso,75.0,MX,1592842959.0,70.0,21.28,-89.67,90.0,13.87
dali,43.0,CN,1592842960.0,84.0,25.7,100.18,64.99,5.26
zyryanka,0.0,RU,1592842960.0,50.0,65.75,150.85,68.07,0.94
aranda de duero,35.0,ES,1592842960.0,27.0,41.67,-3.69,84.81,5.75
emerald,0.0,AU,1592842960.0,57.0,-23.53,148.17,50.0,6.93
linxia,100.0,CN,1592842960.0,67.0,35.6,103.21,59.7,2.19
langsa,100.0,ID,1592842960.0,92.0,4.47,97.97,76.55,2.59
paita,60.0,PE,1592842960.0,69.0,-5.09,-81.11,73.4,16.11
rio grande,90.0,BR,1592842776.0,82.0,-32.03,-52.1,62.6,6.93
tawang,98.0,IN,1592842961.0,80.0,27.58,91.87,59.38,2.33
hazebrouck,24.0,FR,1592842961.0,56.0,50.72,2.54,75.0,1.99
erenhot,72.0,CN,1592842961.0,49.0,43.65,111.98,69.37,12.01
shiyan,100.0,CN,1592842961.0,86.0,32.65,110.78,68.58,2.39
fare,55.0,PF,1592842961.0,75.0,-16.7,-151.02,77.0,21.99
natal,75.0,BR,1592842961.0,62.0,-5.79,-35.21,84.2,19.46
kavaratti,100.0,IN,1592842961.0,76.0,10.57,72.64,82.35,2.3
eydhafushi,100.0,MV,1592842961.0,79.0,5.1,73.07,84.07,13.67
tigil,100.0,RU,1592842962.0,71.0,57.8,158.67,46.8,2.19
sawakin,42.0,SD,1592842962.0,33.0,19.11,37.33,90.99,7.85
olafsvik,100.0,IS,1592842886.0,92.0,64.89,-23.71,48.94,15.1
yelatma,10.0,RU,1592842962.0,71.0,54.97,41.75,65.44,1.68
madera,0.0,US,1592842962.0,47.0,37.17,-119.83,82.0,3.65
bambous virieux,40.0,MU,1592842910.0,83.0,-20.34,57.76,72.0,10.29
laguna,1.0,US,1592842799.0,64.0,38.42,-121.42,72.0,3.36
ploemeur,0.0,FR,1592842962.0,52.0,47.73,-3.43,71.01,4.7
kruisfontein,0.0,ZA,1592842882.0,71.0,-34.0,24.73,55.31,3.15
trapani,20.0,IT,1592842963.0,83.0,37.83,12.67,75.2,12.75
tulle,0.0,FR,1592842963.0,61.0,45.33,1.83,81.0,5.99
san quintin,97.0,MX,1592842963.0,78.0,30.48,-115.95,65.89,9.4
srednekolymsk,66.0,RU,1592842922.0,63.0,67.45,153.68,53.89,17.76
antofagasta,75.0,CL,1592842733.0,62.0,-23.65,-70.4,59.0,4.7
berbera,100.0,SO,1592842920.0,36.0,10.44,45.01,93.15,6.53
kilindoni,79.0,TZ,1592842968.0,77.0,-7.91,39.67,79.41,20.47
ambon,61.0,ID,1592842919.0,14.0,-3.7,128.18,79.0,15.55
faya,70.0,SA,1592842968.0,47.0,18.39,42.45,80.6,9.17
meliti,64.0,GR,1592842968.0,40.0,40.83,21.58,71.6,10.29
shitkino,81.0,RU,1592842969.0,82.0,56.37,98.35,61.86,3.09
nortelandia,0.0,BR,1592842969.0,32.0,-14.45,-56.8,91.58,6.4
kismayo,44.0,SO,1592842969.0,83.0,-0.36,42.55,79.02,16.46
chapeco,0.0,BR,1592842969.0,44.0,-27.1,-52.62,78.8,6.93
altamira,40.0,BR,1592842969.0,59.0,-3.2,-52.21,89.6,5.82
jizan,20.0,SA,1592842970.0,59.0,17.33,42.67,91.4,11.41
chongqing,75.0,CN,1592842970.0,94.0,29.56,106.55,75.2,2.24
along,86.0,IN,1592842970.0,88.0,28.17,94.77,74.53,0.96
kahului,20.0,US,1592842970.0,64.0,20.89,-156.47,75.2,10.29
pirgos,12.0,GR,1592842970.0,64.0,35.12,25.72,79.0,1.99
pakokku,91.0,MM,1592842970.0,61.0,21.33,95.1,88.32,19.82
zabol,0.0,AF,1592842970.0,14.0,32.25,67.25,81.45,10.11
leningradskiy,100.0,RU,1592842971.0,93.0,69.38,178.42,32.97,13.42
faanui,88.0,PF,1592842971.0,79.0,-16.48,-151.75,76.55,23.31
hit,0.0,IQ,1592842971.0,11.0,33.64,42.83,96.4,10.54
joigny,17.0,FR,1592842821.0,41.0,47.98,3.4,73.99,1.01
palora,75.0,EC,1592842971.0,73.0,-1.7,-77.93,77.0,2.24
umm lajj,0.0,SA,1592842926.0,39.0,25.02,37.27,90.93,10.38
borinskoye,97.0,RU,1592842972.0,68.0,52.46,39.37,68.0,6.71
khorramabad,0.0,IR,1592842972.0,20.0,33.49,48.36,78.48,4.23
arlit,0.0,NE,1592842799.0,6.0,18.74,7.39,108.37,8.88
bacabal,4.0,BR,1592842972.0,58.0,-4.29,-44.79,86.41,5.64
gambela,100.0,ET,1592842973.0,90.0,8.25,34.58,75.2,2.26
apango,100.0,MX,1592842973.0,77.0,17.73,-99.33,75.0,2.98
kudahuvadhoo,100.0,MV,1592842974.0,74.0,2.67,72.89,84.11,11.65
vangaindrano,35.0,MG,1592842974.0,87.0,-23.35,47.6,69.94,5.79
ohara,75.0,JP,1592842975.0,93.0,35.25,140.38,66.0,14.99
wanaka,0.0,NZ,1592842975.0,73.0,-44.7,169.15,39.06,2.26
minas,75.0,UY,1592842975.0,87.0,-34.38,-55.24,60.01,4.7
birao,34.0,CF,1592842975.0,38.0,10.28,22.79,92.52,2.93
huallanca,37.0,PE,1592842975.0,41.0,-9.9,-76.94,55.13,6.53
nyurba,50.0,RU,1592842907.0,55.0,63.28,118.33,61.5,6.53
westport,1.0,US,1592842799.0,61.0,41.14,-73.36,87.01,10.29
yinchuan,97.0,CN,1592842975.0,54.0,38.47,106.27,68.0,1.99
ribeira brava,20.0,PT,1592842976.0,60.0,32.65,-17.07,75.2,14.99
yerbogachen,3.0,RU,1592842976.0,84.0,61.28,108.01,59.5,4.29
victor harbor,70.0,AU,1592842976.0,91.0,-35.57,138.62,52.0,5.99
astakos,75.0,GR,1592842976.0,83.0,38.54,21.08,77.0,9.17
kodinsk,60.0,RU,1592842976.0,57.0,58.69,99.18,65.89,1.28
bodaybo,73.0,RU,1592842976.0,68.0,57.85,114.19,59.13,4.14
skjervoy,17.0,NO,1592842981.0,76.0,70.03,20.97,53.6,6.93
glen carbon,75.0,US,1592842981.0,69.0,38.75,-89.98,82.99,4.7
christchurch,88.0,NZ,1592842944.0,100.0,-43.53,172.63,45.0,2.24
falam,79.0,MM,1592842982.0,100.0,22.92,93.68,62.82,3.44
kangaatsiaq,0.0,GL,1592842908.0,75.0,68.31,-53.46,40.42,10.98
new iberia,75.0,US,1592842954.0,83.0,30.0,-91.82,82.4,3.36
omsukchan,86.0,RU,1592842982.0,57.0,62.53,155.8,60.06,1.32
strzelce opolskie,98.0,PL,1592842982.0,97.0,50.51,18.3,66.99,3.0
husavik,90.0,IS,1592842982.0,81.0,66.04,-17.34,51.8,21.92
sola,100.0,VU,1592842982.0,81.0,-13.88,167.55,79.79,9.6
fort nelson,40.0,CA,1592842982.0,59.0,58.81,-122.7,60.8,3.36
moses lake,1.0,US,1592842739.0,45.0,47.13,-119.28,69.8,3.47
tromso,75.0,NO,1592842973.0,58.0,69.65,18.96,55.4,3.36
sabang,100.0,ID,1592842983.0,79.0,5.89,95.32,82.15,26.91
montepuez,92.0,MZ,1592842983.0,68.0,-13.13,39.0,71.01,8.81
novovarshavka,100.0,RU,1592842983.0,76.0,54.17,74.69,60.19,4.83
muhos,4.0,FI,1592842983.0,41.0,64.81,25.99,75.2,14.99
kariba,78.0,ZW,1592842744.0,56.0,-16.52,28.8,65.66,3.78
shingu,94.0,JP,1592842983.0,83.0,33.73,135.98,68.11,4.99
college,90.0,US,1592842983.0,87.0,64.86,-147.8,51.8,5.82
sibut,54.0,CF,1592842983.0,81.0,5.72,19.07,80.69,4.23
fort saint james,100.0,CA,1592842984.0,56.0,54.43,-124.25,56.03,5.01
esik,40.0,KZ,1592842984.0,60.0,43.36,77.45,69.8,4.47
bakchar,99.0,RU,1592842984.0,92.0,57.02,82.07,57.2,2.44
ottumwa,90.0,US,1592842863.0,88.0,41.02,-92.41,73.0,9.17
hami,0.0,CN,1592842984.0,17.0,42.8,93.45,78.62,8.03
ishinomaki,100.0,JP,1592842984.0,84.0,38.42,141.3,63.77,15.7
west wendover,1.0,US,1592842918.0,31.0,40.74,-114.07,77.0,8.05
benjamin aceval,0.0,PY,1592842984.0,54.0,-24.97,-57.57,84.2,12.75
gawler,6.0,AU,1592842985.0,92.0,-34.6,138.73,53.01,5.01
sao raimundo nonato,1.0,BR,1592842985.0,32.0,-9.02,-42.7,87.91,11.83
claresholm,1.0,CA,1592842985.0,55.0,50.03,-113.59,66.99,19.46
grass valley,0.0,US,1592842777.0,53.0,39.22,-121.06,79.0,2.89
plettenberg bay,0.0,ZA,1592842937.0,65.0,-34.05,23.37,60.04,0.94
warrensburg,96.0,US,1592842985.0,73.0,38.76,-93.74,75.2,3.36
yichang,100.0,CN,1592842764.0,89.0,30.71,111.28,71.01,2.28
rio gallegos,75.0,AR,1592842985.0,93.0,-51.62,-69.22,42.8,12.75
hazorasp,57.0,UZ,1592842986.0,28.0,41.32,61.07,86.0,6.93
maputo,20.0,MZ,1592842814.0,64.0,-25.97,32.59,73.0,3.36
zomin,69.0,UZ,1592842986.0,20.0,39.96,68.4,85.84,8.77
juneau,90.0,US,1592842986.0,87.0,58.3,-134.42,52.0,2.44
shenzhen,45.0,CN,1592842986.0,92.0,22.55,114.07,87.01,8.3
virpur,48.0,IN,1592842986.0,54.0,23.18,73.48,90.39,17.2
moree,75.0,AU,1592842986.0,81.0,-29.47,149.85,46.4,4.7
deer lake,90.0,CA,1592842986.0,64.0,49.17,-57.43,68.0,5.82
ca mau,100.0,VN,1592842911.0,88.0,9.18,105.15,79.54,2.98
porto belo,0.0,BR,1592842986.0,73.0,-27.16,-48.55,79.0,6.93
thinadhoo,97.0,MV,1592842992.0,70.0,0.53,72.93,84.63,9.51
sosnytsya,68.0,UA,1592842992.0,84.0,51.52,32.5,73.56,8.84
khorramshahr,0.0,IR,1592842992.0,24.0,30.44,48.17,100.4,16.11
balagansk,69.0,RU,1592842992.0,61.0,54.01,103.05,62.53,5.61
salta,75.0,AR,1592842992.0,68.0,-24.79,-65.41,64.4,2.24
dargaville,11.0,NZ,1592842992.0,90.0,-35.93,173.88,55.49,7.99
swift current,1.0,CA,1592842962.0,55.0,50.28,-107.8,62.6,5.82
gwembe,45.0,ZM,1592842993.0,51.0,-16.5,27.61,58.3,4.68
ocampo,21.0,MX,1592842993.0,44.0,21.65,-101.5,71.37,3.02
rocha,100.0,UY,1592842993.0,81.0,-34.48,-54.33,59.2,8.08
port augusta,1.0,AU,1592842993.0,93.0,-32.5,137.77,42.8,5.82
basco,100.0,PH,1592842994.0,81.0,20.45,121.97,85.01,10.76
maniitsoq,10.0,GL,1592842994.0,73.0,65.42,-52.9,45.14,13.27
fallon,1.0,US,1592842994.0,27.0,39.47,-118.78,81.0,6.93
sulangan,86.0,PH,1592842994.0,76.0,11.14,123.72,84.42,7.14
barcelos,25.0,PT,1592842820.0,45.0,41.54,-8.62,93.99,16.11
chimoio,20.0,MZ,1592842994.0,59.0,-19.12,33.48,66.0,3.36
izazi,20.0,TZ,1592842994.0,40.0,-7.2,35.73,73.4,11.41
scarborough,38.0,GB,1592842994.0,60.0,54.28,-0.4,70.0,4.0
sakakah,0.0,SA,1592842995.0,9.0,29.97,40.21,100.4,12.75
praia da vitoria,40.0,PT,1592842995.0,64.0,38.73,-27.07,75.2,16.49
kidal,61.0,ML,1592842995.0,8.0,18.44,1.41,107.76,5.14
peniche,0.0,PT,1592842995.0,63.0,39.36,-9.38,84.99,11.01
am timan,34.0,TD,1592842995.0,30.0,11.03,20.28,95.77,3.71
canutama,8.0,BR,1592842995.0,43.0,-6.53,-64.38,92.48,4.7
kununurra,0.0,AU,1592842995.0,27.0,-15.77,128.73,69.8,8.05
wajir,75.0,KE,1592842995.0,32.0,1.75,40.06,93.2,4.7
manga,20.0,BF,1592842996.0,25.0,11.66,-1.07,100.26,8.57
hailar,100.0,CN,1592842996.0,87.0,49.2,119.7,55.58,12.19
houma,40.0,US,1592842888.0,94.0,29.6,-90.72,72.0,5.82
plouzane,0.0,FR,1592842996.0,64.0,48.38,-4.62,69.8,13.87
san patricio,75.0,MX,1592842996.0,62.0,19.22,-104.7,89.6,9.17
port-gentil,90.0,GA,1592842996.0,78.0,-0.72,8.78,78.8,9.17
soria,34.0,ES,1592842996.0,32.0,41.67,-2.67,81.0,4.0
lardos,20.0,GR,1592842996.0,78.0,36.09,28.02,80.01,8.05
zhigansk,35.0,RU,1592842996.0,48.0,66.77,123.37,62.37,5.41
elizabeth city,1.0,US,1592842997.0,66.0,36.29,-76.25,90.0,5.82
rio brilhante,0.0,BR,1592842997.0,37.0,-21.8,-54.55,85.8,8.48
whitehorse,75.0,CA,1592842997.0,53.0,60.72,-135.05,50.0,6.93
ixtapa,5.0,MX,1592842997.0,58.0,20.7,-105.2,87.8,3.09
anadyr,98.0,RU,1592842933.0,82.0,64.75,177.48,60.8,4.47
banda aceh,100.0,ID,1592842997.0,81.0,5.56,95.32,79.25,17.0
itarema,0.0,BR,1592842997.0,60.0,-2.92,-39.92,85.35,11.16
